Title,Video Link,Views,Channel Link
🤩Motorola Razr 60 flip phone | Review🤯 #techplusgadgets #review  #motorazr60 #flipphone,https://www.youtube.com/shorts/a0H86-XZnY0,1.3M views,https://www.youtube.com/@TechPlusGadgetsyt
৫০ হাজারে সেরা ৫ ফোনঃ Top 5 Phones Under 50K (September-25),https://www.youtube.com/watch?v=E5vAVl_5fmw&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,51K views,https://www.youtube.com/@TechtothePointTTP
Samsung Galaxy S25 Unboxing #smartphone #S25,https://www.youtube.com/shorts/YHqoG7kntLo,524K views,https://www.youtube.com/@SamZonebd
"World's Best Camera phone under ₹35,0000 | Galaxy S24 FE",https://www.youtube.com/shorts/dbheqtyte3I,199K views,https://www.youtube.com/@Real-Softech
All Google pixel phone price in BD 2025🔥used Google pixel mobile price in BD💥second hand Googlepixel,https://www.youtube.com/watch?v=ctdEBUOR6CM&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,2.7K views,https://www.youtube.com/@GodhuliVlogs
Tecno phantom X2 5G device only #trending #viral #ipl2024,https://www.youtube.com/shorts/e9rHemLhTNM,1.2M views,https://www.youtube.com/@TagitGadgets
Unboxing the Best Foldable Phone | The Pinnacle of Innovation! #shorts,https://www.youtube.com/shorts/3pOqey87A00,1.6M views,https://www.youtube.com/@Techfevers
Poco F7 vs Infinix GT 30 Pro BGMI 120FPS 🔥 Best Budget Gaming Phone?,https://www.youtube.com/shorts/9e-8VmbI5j8,1.6M views,https://www.youtube.com/@SamarPlayz
"Best Camera Smartphones From ₹15,000 to ₹40,000 🤯 #Shorts",https://www.youtube.com/shorts/GB5mhW5IQ_Q,3.3M views,https://www.youtube.com/@TrakinShorts
"Top 3 Best smartphones under 30,000 BDT  #techwithmonir",https://www.youtube.com/shorts/yc_HcOcBMnE,453K views,https://www.youtube.com/@TechwithMonirofficial
5 Best One Plus Phone under Rs 40000 in 2025,https://www.youtube.com/shorts/5QxtcGHckTU,44K views,https://www.youtube.com/@Khushnoorbarelvi
Best Samsung Phone under 40000 / Top 5 Samsung Phone under Rs 40000 in 2025,https://www.youtube.com/shorts/n8FuwOomIBM,236K views,https://www.youtube.com/@Khushnoorbarelvi
iQOO 13 Is better than iPhone 16 Pro Max 🔥 | #shorts #iqoo13 #anshnakwal,https://www.youtube.com/shorts/00VOWQ5KWVA,2.9M views,https://www.youtube.com/@AnshNakwal
Vivo V50 Elite Edition || Rose Red || Quick Unboxing🔥🔥💯#mobitechbidyut #unboxing #vivo #vivov50elite,https://www.youtube.com/shorts/UT1t3UOvpZQ,995K views,https://www.youtube.com/@mbidyut
Top 5 Best 5G Phones Under 50000 in India 2025 🔥 | 40K to 50K Flagship Killer Smartphones #trending,https://www.youtube.com/shorts/-NCOlMEOlWs,15K views,https://www.youtube.com/@Theonemurari
"Vivo T4 Ultra vs Vivo V50 - Best Smartphone Under 40,000? 🤔",https://www.youtube.com/shorts/82M3-t74v1A,118K views,https://www.youtube.com/@BRTechWhiz
IQOO 13 144 FPS BGMI TEST 🔥 | BEST GAMING PHONE UNDER 50000 RS #iqoo #iqoo13 #bgmi #gaming,https://www.youtube.com/shorts/4TMCMg2Crgg,314K views,https://www.youtube.com/@YrgOp
"Best Gaming Phone Under ₹35,000 in 2025 🎮🔥 Flagship Performance! #shorts",https://www.youtube.com/shorts/bvEwIANWGTM,77K views,https://www.youtube.com/@TechieBist
Samsung Price Drop #shorts,https://www.youtube.com/shorts/mjLkpsP1eRY,5.6M views,https://www.youtube.com/@GyanTherapy
TOP 5 Best Phone Under 40000/- In February 2025 | Realtech,https://www.youtube.com/shorts/u1yqS4eLjFE,80K views,https://www.youtube.com/@Realtech_
Realme Neo 7 Comes with 7000mAh Battery ।। Unboxing #smartphone #samzone,https://www.youtube.com/shorts/7yIzdXW-Ods,3.1M views,https://www.youtube.com/@SamZonebd
iQOO Neo 10 photography test Best photography phone and for gaming 2025 Under 30000 #iqooneo10,https://www.youtube.com/shorts/8USaoErNe_U,496K views,https://www.youtube.com/@GourabNill
Unboxing the vivo X100 Ultra Imaging Kit. Doesn’t this phone directly turn into a camera? #shorts,https://www.youtube.com/shorts/5QeMOPeTTXQ,9.6M views,https://www.youtube.com/@Techway1
Moto Edge 50 Ultra #motoedge50ultra #moto #motoedge50fusion #shorts #unboxing #ytshorts,https://www.youtube.com/shorts/1GuKGdGbTcw,1M views,https://www.youtube.com/@NaeemBangashTech
Best Camera Phones for Diwali! #shorts,https://www.youtube.com/shorts/rzrZ-OC35Ks,278K views,https://www.youtube.com/@TrakinTechEnglish
"Infinix Zero Flip 5G Unboxing & First Look | New Flip phone under ₹50,000 #Shorts",https://www.youtube.com/shorts/hp09gwYTwbM,357K views,https://www.youtube.com/@SmartprixOfficial
Google Pixel 9a |  Camera Test #googlepixel9a #shorts,https://www.youtube.com/shorts/KT_Kta-lAS4,1.6M views,https://www.youtube.com/@TechBharatyt
"Red Magic 9 Pro Unboxing 🔥 Best Gaming Phone 2025? | Full Review, PUBG Test & Price in India",https://www.youtube.com/shorts/3opHAHMsXHY,564K views,https://www.youtube.com/@MobileBaba-b2w
Realme 12 pro plus vs Vivo X100 Zooming test super moon 🔥,https://www.youtube.com/shorts/U4Pcl3hAI_M,2.3M views,https://www.youtube.com/@Real-Softech
vivo T4 Ultra Vs vivo V50 Camera Test | Best Camera Phone Under 35000,https://www.youtube.com/shorts/sdzf5qoDD1M,653K views,https://www.youtube.com/@MrTechnical
World's 1st Tri-Fold Smartphone-ft Huawei Mate XT🤯 #TrakinShorts #Shorts,https://www.youtube.com/shorts/yaAY6vcdIp0,1M views,https://www.youtube.com/@TrakinShorts
Best Camera Phones Under 40000 📳 #top10#cameraphones#camera,https://www.youtube.com/shorts/-zhWSHReJpg,746K views,https://www.youtube.com/@THE_BEST_MOBILE
"3 Best Smartphones under Rs 40,000! #bestsmartphonesunder40k #bestsmartphones #smartphones #tech",https://www.youtube.com/shorts/lI2zVFfJKDk,1M views,https://www.youtube.com/@TechyKiranShorts
Honor 200 VS Nothing 3A Camera Comparison🔥৩৫ হাজারে ক্যামেরা রাজা কে?🤔,https://www.youtube.com/watch?v=6D0OYaqBs-c&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjXSBwkJBgoBhyohjO8%3D,62K views,https://www.youtube.com/@TechShibly
Best Phone Under 40K BDT#techbyakram,https://www.youtube.com/watch?v=40pTEXskr94&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,128K views,https://www.youtube.com/@techbyakram
Is Moto Edge60 Pro the BEST Smartphone Under 25k in 2025 #bbdsale2025 #bigbilliondays,https://www.youtube.com/shorts/MA0A8t5XYL0,356K views,https://www.youtube.com/@GadgetGig
Redmi Turbo 4 vs iQOO Neo 10: Best 40k Phone?,https://www.youtube.com/shorts/sfSkIPIAup0,96K views,https://www.youtube.com/@techbyakram
"Best Phones Under ₹30,000 in 2025 #shorts",https://www.youtube.com/shorts/DPCks5dJ1A8,458K views,https://www.youtube.com/@GadgetByte
Best Motorola Phone under Rs 30000 in 2025💥💥,https://www.youtube.com/shorts/BjFEj07cqXI,204K views,https://www.youtube.com/@Khushnoorbarelvi
Best Phone Under 20000 | Best Phones Under 20000 | Best Smartphone Under 20000 | Tech Deepak,https://www.youtube.com/shorts/i--1nYSvXSg,35K views,https://www.youtube.com/@_Techdeepak01
Best Smartphone under 45k in June 2025 / Best Mobile Phone 📱 under 45000 in India,https://www.youtube.com/shorts/8CPfpQPG6Ms,25K views,https://www.youtube.com/@Khushnoorbarelvi
POCO F6 Pro UNBOXING! 🔥,https://www.youtube.com/shorts/Oe1kg5kWJPQ,18M views,https://www.youtube.com/@ASBYT
TOP 5 Best Samsung Phone Under 30000/- In May 2025 | Realtech,https://www.youtube.com/shorts/esMdQJkjm88,140K views,https://www.youtube.com/@Realtech_
Best Phones under 30k In 2025 #deepstech #realme #iqoo #oneplus #nothing,https://www.youtube.com/shorts/pwxTggHGoC8,756K views,https://www.youtube.com/@deepstech_
TOP10 Best Smartphone Of 2025 | Best Camera Phone Under 40k | Mobile Under 40k,https://www.youtube.com/shorts/VeIDQf4mP5Y,514K views,https://www.youtube.com/@riteshjeph
"মিড বাজেটে ২০২৫ এর সেরা ৫টি ফোন কিনুন | কার্ভ ডিসপ্লে, 32GB RAM+ 6200mAh! Best Phone Under 30k - 35k",https://www.youtube.com/watch?v=kBnc5u0mRzM&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,196K views,https://www.youtube.com/@TechnicalShanto
Samsung s24 fe vs samsung s23 fe ⚡🔥 #shorts #s24fe,https://www.youtube.com/shorts/SRFK63pGM0c,1.7M views,https://www.youtube.com/@AryantheIncredible01
वाह 120x Zoom Camera phone 🫨🤯 - OPPO reno 10 pro plus #Shorts #ManojSaru #opporeno10proplus,https://www.youtube.com/shorts/NHpBkNRkF-Q,4.5M views,https://www.youtube.com/@ManojSaruu
iQOO Neo 10 photography Test Best Phone Under budget for gaming And Photography #iqooneo10,https://www.youtube.com/shorts/E75b6DPdqog,908K views,https://www.youtube.com/@GourabNill
Best 144 fps gaming phones under 50000 rs 🔥 #gamingphone #bgmi #gaming #iqoo,https://www.youtube.com/shorts/vNKjmIQdi38,52K views,https://www.youtube.com/@YrgOp
30000 main Pixel 8 ya 80000 main pixel 9 koun bana bewakoof  #pixel8 #pixel9 #phonecase #phonecover,https://www.youtube.com/shorts/qOz36EM5Yfo,612K views,https://www.youtube.com/@mobilestreet7
VIVO V40 - Best Budget Phone?!,https://www.youtube.com/shorts/MA0q7cDqLpc,4.4M views,https://www.youtube.com/@RedskullPro
Top-3 Best Gaming Phone Under 20000 in 2024 🔥 #shorts #bestgamingphoneunder20000 #viralshorts,https://www.youtube.com/shorts/R-c-0PAzv1A,7.7M views,https://www.youtube.com/@ParmarCharan7
Honor 200 global varient. Best camera phone under 35k,https://www.youtube.com/shorts/CW33Z5EGeuM,159K views,https://www.youtube.com/@Shakilsblog
Vivo V29 🔥 || Auralight 📷 || Camera review 😎 #smartphone #vivo,https://www.youtube.com/shorts/ZTbFK-oWiBY,8.5M views,https://www.youtube.com/@rishabhs_tech3331
"Don't waste your money on expensive phones, Don't buy new phone before watching this #shorts #mobile",https://www.youtube.com/shorts/AXY8l9LM2hI,64K views,https://www.youtube.com/@Mrtraveller28
Samsung Galaxy A56 Review ।। তাহলে কি এবার Samsung ভালোই হয়ে গেল!,https://www.youtube.com/watch?v=LxMCeLDy-pk&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,687K views,https://www.youtube.com/@SamZonebd
"Best Flagship Phone Under ₹35,000 in 2025 📱🔥 #shorts",https://www.youtube.com/shorts/kP8HD7Ztqh4,197K views,https://www.youtube.com/@TechieBist
"BEST 5 Flagship Phones Under ₹40,000 to Buy in 2025 🔥 Big Billion Days & Amazon GIF Sale 2025",https://www.youtube.com/watch?v=SBEzkDJNUXA&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,1.1K views,https://www.youtube.com/@TechPulserreview
Top 5 Gaming Phone Under 40K 🤯|| Best gaming phone || #shorts #viral #trending,https://www.youtube.com/shorts/8-mWR-C4nR4,221K views,https://www.youtube.com/@Tech_Max09
"Best Camera Phones under 30,000",https://www.youtube.com/shorts/Wxkj_rGGjYU,1.5M views,https://www.youtube.com/@KunalMalhotraKM
Best Smartphone under 60k #techbyakram #techreview,https://www.youtube.com/shorts/sCtWPAAdAUk,57K views,https://www.youtube.com/@techbyakram
TOP 5 Best Curved Display Smartphone Under 30000/- #shorts #viral #smart,https://www.youtube.com/shorts/OEAxLfau5vU,146K views,https://www.youtube.com/@DigitaltechHub10
Top 10+ Upcoming Phones in October 2025 📅 🔥 Must-See Launches! #shorts,https://www.youtube.com/shorts/UGkRtgaI4nU,394K views,https://www.youtube.com/@TechieBist
Top 10 Best Mobile Phones In 2025 | Best Phones List #phoneyear #budgetphone #bestsmartphone #top10,https://www.youtube.com/shorts/bRRfEAJ2lgI,341K views,https://www.youtube.com/@InsightHub-3
Flagship Under ₹50000? These 5 Phones Are INSANE! 😱 #shorts,https://www.youtube.com/shorts/rV0OhOcuCS8,1M views,https://www.youtube.com/@TechieBist
"Best AI Phone under ₹40,000 | Best Phone under 40000 in July 2025",https://www.youtube.com/shorts/lnd3S7LNxRM,102K views,https://www.youtube.com/@Khushnoorbarelvi
Best Camera Phone under 35000 in 2025 / Top 5 Camera Phone under 35000,https://www.youtube.com/shorts/MzB8F0LTeFE,338K views,https://www.youtube.com/@Khushnoorbarelvi
"Top 3 Best Gaming Phone Under 20k ,, Don't Miss || #smartphone #gamingphone",https://www.youtube.com/shorts/KhOCrCuooq0,468K views,https://www.youtube.com/@Cococinematic
Nothing Phone 3A Full Review : Ideal মিডরেঞ্জার নাকি Just হাইপ?,https://www.youtube.com/watch?v=74XuKdzCexM&pp=ygUpYmVzdCBwaG9uZSB1bmRlciA0MDAwMCBpbiBiYW5nbGFkZXNoIDIwMjU%3D,410K views,https://www.youtube.com/@ATCAndroidToToCompany
Which Phone is BEST for Free Fire? 6 Flagships BATTLE! 😱,https://www.youtube.com/shorts/WOQlRSfZV8Y,363K views,https://www.youtube.com/@Mobilevelo
